331.1616211,69252.671875
444.2454834,34251.6015625
559.2741089,58649.984375
477.2418518,166057.5
576.3103027,103585.53125
688.317627,41845.99609375
689.3966064,173027.328125
801.4031982,61072.625
788.4633789,212529.53125
690.3997192,35053.3515625
789.4653931,64804.625
786.421936,34521.046875
900.4671021,44749.6171875
901.5488281,113174.2734375
902.5457764,42754.48046875
1013.5603027,39677.13671875
1030.5900879,142152.90625
1031.5899658,48134.94921875
1145.6173096,197254.203125
1146.62146,82460.9140625
1258.6993408,77116.671875
1259.6960449,32163.79296875
1373.7287598,81374.375
1374.7258301,41043.3515625
1460.7618408,139963.203125
1461.7685547,75724.2109375
